"","id","age","highest_education","profession","hispanic","weekly_hours_worked","in_college","is_married","schoolmeals_purchases","self_employed","sex","supp_security","reason_unemployment","main_profession","numweeks_schoolmeals","psu","psu_popsize","net_income","total_food_percent","rent_income_percent","alcbev_percent","bakery_percent","beef_percent","cereal_percent","child_age","housing_type","census_division","eggs_percent","fam_size","food_away_percent","food_home_percent","fresh_fruit_percent","fresh_veg_percent","value_foodstamps","number_foodstamps","non_alc_grocery_percent","milk_percent","number_earners","non_alc_bevs_percent","oils_percent","othdairy_percent","othmeat_percent","members_under18","members_over64","pet_food_percent","pork_percent","procfruit_percent","proc_veg_percent","spouse_race","seafood_percent","smoking_percent","lives_in_MSA","state","sweets_percent","vehicle"
"38","360960","50","Some college but no degree","Paid employee of a PRIVATE company","No","28","Not at all","Divorced","","No","Female","","","107","","Rest of America","125,000 - 330,000","17562","0.17784876437763397","","0","0.0348798542307254","0.008172189955585921","0","0","House, apartment, flat","South Atlantic","0","1","0.0244277417150666","0.153421022662567","0","0.00654367384124815","319","2","0.0888281516911514","0.0000489693656758911","1","0.00604031431499829","0.00450062635235167","0.0289579774513153","0","0","0","0.00445621227650609","0.012939300763011002","0.0112811752647762","0.00581824393577041","","0","0.0347170026192916","Yes","North Carolina","0","1"
"39","360962","45","Bachelor’s degree","Paid employee of a PRIVATE company","No","50","Not at all","Married","","Yes","Male","","","110","","Rest of America","0.33-1.19 mil","192314.5","0.108087221712351","11.2550015729443","0","0.0091811069888126","0.00404368885341459","0.00721401662381152","4","House, apartment, flat","Mountain","0.0014168458436571302","6","0.0390497856375884","0.069037436074763","0.0021658273297125302","0.00431272732945254","","","0.0540780856357685","0.0000527521325745069","1","0.0149025684490769","0.000894992317271969","0.00451552015058667","0","4","0","0.000716534634673933","0.0010207238663751301","0.00061858975792257","0.000250715468672409","1","0","0","Yes","","0.0050982115233120795","3"
"40","360964","18","High school graduate","","No","","Full time","Never married","","No","Female","","Going to school","920","","Rest of America","1.20-4 mil","2361","0.17707750952985998","","0","0","0","0","0","Student quarters in college dormitory","South Atlantic","0","1","0.17707750952985998","0","0","0","","","0.330368487928844","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","Yes","North Carolina","0",""
"41","360965","58","Associate’s degree in college","Paid employee of a PRIVATE company","Yes","32.3333333333333","Not at all","Divorced","","No","Female","","","110","","Chicago-Naperville-Elgin, IL-INWI","4 mil+","60236.2","0.415482384346954","","0.00489473107533344","0.0221730454444337","0.00535657959831464","0.0213831549798958","7","House, apartment, flat","East North Central","0.00561124373715473","4","0.126913384310431","0.288569000036523","0.0202254215903394","0.0114984916047161","","","0.0949595093980032","0.000326464816837716","3","0.0127375232833412","0.014584917375266","0.0181976950737264","0.0015279848330406","1","0","0","0.00810608902952045","0.0136817013689443","0.0112420491332455","","0","0","Yes","Illinois","0.00492062912335107","2"
"42","360967","43","Bachelor’s degree","Paid employee of a PRIVATE company","No","47.5","Not at all","Married","","No","Female","","","103","","Rest of America","1.20-4 mil","158905.8","0.11458725861485199","","0","0.00395794237844056","0.0018783455355311101","0.00627315050803684","4","House, apartment, flat","Pacific","0.00042213688864723597","4","0.0743369971391856","0.0402502614756667","0.00521780828641875","0.000350144551048483","","","0.0523580637081843","0.0000187217835975779","2","0.0006495672278796621","0","0.00391376526218678","0","2","0","0.00143984675197507","0","0.0018322475328150399","0.000991815528445154","1","0.00342454460441343","0","Yes","Oregon","0.00305476577947438","2"
"43","360971","65","High school graduate","","No","45","Not at all","Separated","","No","Female","300","Ill, disabled, unable to work","900","","Rest of America","1.20-4 mil","24052.4","0.115988425271491","","0","0.0175748840032595","0","0.00980669704478555","7","House, apartment, flat","East North Central","0","4","0.00789110442201194","0.10809732084947901","0.00654021220335601","0.00199382265387238","356.2","12","0.183765445444114","0.0000932486986745605","2","0.013372341221666001","0.00539479137217076","0.0040723287488982395","0","1","1","0","0.005422864246395371","0","0.00442071560426402","","0.0068221408258635294","0","Yes","Ohio","0.00484411119056726",""
"44","360973","51","Some college but no degree","Paid employee of a PRIVATE company","No","43","Not at all","Married","","No","Male","","","110","","Rest of America","125,000 - 330,000","54340","0.0179043062200957","","0","0","0","0","5","House, apartment, flat","West South Central","0","3","0.0125693779904306","0.00533492822966507","0","0","","","0.0334928229665072","0.0000355171144644829","2","0","0","0.00239234449760766","0","1","0","0.00286602870813397","0","0","0","1","0","0","No","Texas","0","3"
"45","360974","68","Master’s or greater","Paid employee of a PRIVATE company","No","40","Not at all","Divorced","","No","Male","","","103","","Rest of America","1.20-4 mil","88301","0.0742095815449429","","0","0.00308580876773762","0.0195689772482758","0.00246746922458409","0","House, apartment, flat","East North Central","0","1","0.00676934576052366","0.0674402357844192","0.0026441376654851","0.00124551250835211","","","0.0288558453471648","0.0000327289611669177","1","0.0040604296667081895","0.00117484513199171","0.00155819503742879","0.000376892673922153","0","1","0","0","0.0015811825460640301","0.0026794713536653","","0","0","Yes","Ohio","0.00726933805959162","1"
"46","360982","40","Some high school, no degree","Paid employee of a PRIVATE company","No","40","","Divorced","","No","Male","","","101","","New York-Newark-Jersey City, NY-NJ-PA","4 mil+","58782","0.0422629376339696","","0","0.00132693681739308","0","0.0022115613623218","1","House, apartment, flat","Middle Atlantic","0","3","0.0227790820319145","0.019483855602055","0","0","","","0.115001190840734","0.0000254329556667007","1","0.00334388077983056","0","0","0","1","0","0","0","0.00049728284168623","0.0006084978394746691","","0.00707699635942976","0","Yes","New York","0","2"
"47","360983","56","Master’s or greater","Paid employee of a PRIVATE company","No","36","Not at all","Married","","No","Female","","","102","","Rest of America","1.20-4 mil","241230.8","0.0365182223828798","","0.00227201501632461","0.00112738506028252","0","0.0018775380258242301","0","House, apartment, flat","East North Central","0.000536747380516916","2","0.00201441938591589","0.0345038029969639","0.00261799073750118","0.00571883855627059","","","0.0258673436393694","0","2","0.000570159366051101","0.0034705352716154","0.000192927271310297","0","0","0","0.000643450173029315","0","0.00192280587719313","0.00101637104383022","4","0","0","Yes","","0.000386932348605568","2"
