"id","age","net_income","highest_education","profession","hispanic","weekly_hours_worked","in_college","is_married","self_employed","sex","reason_unemployment","main_profession","psu","psu_popsize","total_food_percent","alcbev_percent","bakery_percent","beef_percent","cereal_percent","child_age","housing_type","census_division","lives_in_MSA","eggs_percent","fam_size","fresh_fruit_percent","fresh_veg_percent","non_alc_grocery_percent","milk_percent","number_earners","non_alc_bevs_percent","oils_percent","othdairy_percent","othmeat_percent","pet_food_percent","pork_percent","procfruit_percent","proc_veg_percent","seafood_percent","sweets_percent","smoking_percent","state","vehicle"
"360889","27","89097","Associate’s degree in college","Paid employee of a PRIVATE company","No","40","Not at all","Never married","No","Male","","103","Rest of America","0.33-1.19 mil","0.0418669539939616","0","0.00363020079239481","0","0.004855831285003979","0","House, apartment, flat","Mountain","Yes","0","1","0.00395411742258437","0.000866695848345062","0.0641996924700046","0.000058812305689304895","1","0.000925059205135975","0","0.00365938247079026","0","0.00570793629415132","0","0.000752887302602781","0.000595306239267315","0","0","0","","2"
"360890","53","26000","High school graduate","Paid employee of a PRIVATE company","No","40","Not at all","Divorced","No","Female","","101","Rest of America","0.33-1.19 mil","0.03636","0","0.00215","0","0.001","0","House, apartment, flat","West North Central","Yes","0","1","0","0","0.05","0.00009192307692307691","1","0.00168","0","0","0","0","0","0","0","0","0","0","Nebraska","1"
"360892","56","35000","Bachelor’s degree","Paid employee of a PRIVATE company","No","55","Not at all","Divorced","No","Male","","101","Rest of America","0.33-1.19 mil","0.0395645714285714","0.007094285714285709","0.0037885714285714298","0.00747314285714286","0.0014039999999999999","0","House, apartment, flat","West North Central","Yes","0.00173085714285714","1","0","0.0011885714285714301","0.0594285714285714","0","1","0","0","0.0065222857142857105","0","0","0","0","0.00399657142857143","0","0.001716","0.0025702857142857103","Kansas","1"
"360893","34","95500","Bachelor’s degree","Self-employed","No","24","Not at all","Married","Yes","Female","","205","Minneapolis-St. PaulBloomington, MN-WI","1.20-4 mil","0.10602010743455499","0.0315158115183246","0.00830910994764398","0.00515099476439791","0.00227329842931937","3","House, apartment, flat","West North Central","Yes","0.00046554973821989504","3","0.00645780104712042","0.00809362031413613","0.0598952879581152","0.0000416753926701571","2","0.00372167539267016","0","0.00877193717277487","0.00271162303664922","0.0035338219895288","0.000814031413612566","0.00613645738219895","0.00583334094240838","0","0.00185855623036649","0.00327938680628272","","3"
"360895","64","36400.4","High school graduate","Paid employee of a PRIVATE company","Yes","20","Not at all","Married","No","Male","","110","Los Angeles-Long Beach-Anaheim, CA","4 mil+","0","0","0","0","0","0","","Pacific","Yes","0","2","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","California",""
"360898","32","96528.6","Master’s or greater","Self-employed","No","33","Not at all","Married","Yes","Female","","205","Washington-ArlingtonAlexandria, DC-VA-MD-WV","4 mil+","0.11035080152410799","0.00837108711822196","0.007252157806080271","0.00390300864199833","0.011417039509533997","0","House, apartment, flat","South Atlantic","Yes","0","2","0.00424830216122476","0.00332781393286549","0.0700310581527133","0.000054119193689745796","2","0.00435168416407158","0.0014294955070310801","0.00495343949875995","0.00274914999285186","0.00139752632898436","0.00321437169916481","0.00248802841852052","0.004574358687477079","0.0017853664095408","0.00277384940836187","0","","1"
"360899","49","21696","High school graduate","Paid employee of a PRIVATE company","Yes","40","Not at all","Married","No","Male","","109","Rest of America","< 125,000","0.030271017699115003","0","0.00421828908554572","0","0","0","Mobile home or trailer with NO permanent room added","","No","0","2","0.00256452802359882","0.0013901179941002901","0.15578908554572302","0","1","0.010186209439528","0","0","0","0","0","0","0","0","0","0","","2"
"360900","65","160000","Associate’s degree in college","Paid employee of a PRIVATE company","No","40","Not at all","Married","No","Male","","107","Minneapolis-St. PaulBloomington, MN-WI","1.20-4 mil","0.0537419025","0.00419609775","0.004341868375","0.0016836446249999999","0.002482813125","0","House, apartment, flat","West North Central","Yes","0.0010766535","2","0.00305095375","0.001892709","0.027625","0.00002191671875","2","0.0024758353750000003","0.002306237375","0.003912169625000001","0.0015384589999999998","0.0007764965","0.001786975125","0.001903640375","0.0009267375","0","0.0015372646249999999","0","","2"
"360902","70","26110","High school graduate","Paid employee of a PRIVATE company","No","33","Not at all","Widowed","No","Female","","105","Rest of America","< 125,000","0.0790716959019533","0","0.0102566066641134","0","0","0","House, apartment, flat","","No","0.0011252393718881699","1","0","0","0.0497893527384144","0.00009421677518192259","1","0.0143094599770203","0","0.0040130218307162","0","0","0.00276828801225584","0","0","0","0","0","","1"
"360904","65","40113.6","Associate’s degree in college","","No","","Not at all","Married","No","Male","Retired","930","Rest of America","125,000 - 330,000","0.106278668581229","0.0393886362729847","0.00453063300227354","0.0154845239519764","0.0009009413266323641","0","House, apartment, flat","East North Central","Yes","0.00129631845558614","2","0.00303338518607156","0.00222966774360815","0.0583343305013761","0.0000392634916836185","0","0.007635315703402341","0","0.005826951457859679","0","0.0145511746639544","0.00534083203701488","0","0.0111159307566511","0.00135465278608751","0","0.0608815962666029","","4"
"360905","34","124282.6","Bachelor’s degree","Paid employee of a PRIVATE company","No","44.5","Not at all","Married","No","Male","","103","Honolulu, HI","0.33-1.19 mil","0.10129840170707699","0.00598313842806636","0.0031756657810506103","0.00262128407355495","0.00661910838685383","6","House, apartment, flat","Pacific","Yes","0","5","0.00284931277588335","0.0022154348235392603","0.0418401288675969","0.00006501312331734289","2","0.00041003326290245","0","0.0024016233970000603","0","0.00110247065960963","0.00140373632350788","0.00476140666513253","0.00342252254136943","0","0.0026819522604129603","0","Hawaii","3"
"360906","88","13367","Grade 8 or lower","","No","","","Widowed","No","Male","Retired","930","Dallas-Fort Worth-Arlington, TX","4 mil+","0.0367038228473105","0","0.00484327074137802","0","0","0","House, apartment, flat","West South Central","Yes","0","1","0","0.00247026258696791","0.15560709209246698","0.000108476097852921","0","0","0","0.00964763970973292","0","0","0","0","0","0","0","0","Texas","1"
"360908","58","3063.6","High school graduate","Paid employee of a PRIVATE company","No","37.5","Not at all","Married","No","Female","","106","Rest of America","1.20-4 mil","3.39889540409975","0","0.292283587935762","0.41644470557514","0","0","House, apartment, flat","East South Central","Yes","0.0151912782347565","2","0.0745985115550333","0.12339731035383199","2.5460242851547203","0.000455346650998825","2","0.28337250293772","0","0.24144796970883897","0.163115289202246","0.0847826086956522","0.33938503721112395","0","0.330983157070114","0.0234234234234234","0","0.845619532576054","Kentucky","3"
"360909","70","122408","Master’s or greater","Paid employee of a PRIVATE company","No","17.5","Not at all","Married","No","Male","","103","New York-Newark-Jersey City, NY-NJ-PA","4 mil+","0","0","0","0","0","0","House, apartment, flat","Middle Atlantic","Yes","0","2","0","0","0.0424808836023789","0","2","0","0","0","0","0","0","0","0","0","0","0","New York","2"
"360910","63","139608","Master’s or greater","A State government employee","No","70","Part time","Married","No","Female","","102","Rest of America","< 125,000","0.0286840258437912","0","0.0015843354249040198","0","0","5","House, apartment, flat","West South Central","No","0","3","0","0.000365303277749126","0.0689072259469371","0","1","0.0010742841384447901","0","0.00112858861956335","0.000839122399862472","0.00301515672454301","0.0011376936851756302","0","0.000809952294997421","0","0","0","","2"
"360911","50","48012","Some college but no degree","Paid employee of a PRIVATE company","No","65","Not at all","Divorced","No","Male","","101","Rest of America","0.33-1.19 mil","0.0266974922935933","0","0.000546946596684162","0.0035849370990585702","0","0","House, apartment, flat","South Atlantic","Yes","0","1","0.010971423810714002","0","0.0140798133799883","0","1","0.00190077480629843","0","0.00528534533033408","0.0035849370990585702","0","0","0","0","0","0","0","North Carolina","1"
"360916","51","76481.2","Bachelor’s degree","Self-employed","No","75","Not at all","Married","Yes","Female","","206","Rest of America","1.20-4 mil","0.0854236518255467","0.0198699366641737","0.00294739099281915","0","0.00257684241356046","0","House, apartment, flat","New England","Yes","0.00111844479427624","2","0.00215530091055057","0.00275701741081468","0.0169976412503988","0.000022162309168789198","2","0","0","0.00410663012609635","0.00322275278107561","0.0156310308938667","0.0016963645967898","0.000673106593515792","0","0","0","0.007220598003169409","Connecticut","2"
"360917","70","48066.8","Master’s or greater","","No","","Not at all","Divorced","No","Male","Retired","930","Washington-ArlingtonAlexandria, DC-VA-MD-WV","4 mil+","0.183283258714955","0","0","0.0041713602736192104","0","0","House, apartment, flat","South Atlantic","Yes","0","1","0.0236762555443674","0.00124464287200313","0.189319863190393","0","0","0.007228665107725079","0","0","0","0.00333115872078025","0.0038762863348506702","0","0.0030360847820117","0.0332391588372848","0","0","","2"
"360919","67","245895","Bachelor’s degree","Paid employee of a PRIVATE company","No","43.5","Not at all","Married","No","Male","","103","Rest of America","1.20-4 mil","0.0617234998678298","0.0129399947131906","0.00184721120803595","0","0.00174147501982554","0","House, apartment, flat","Pacific","Yes","0.000675654242664552","2","0.00688131112873381","0.005960348929421089","0.0380650277557494","0.00000546981435165416","2","0.00162622257467618","0.0006005815490351571","0","0","0.00332328839545334","0","0.000950568332011631","0.00270367433254031","0.00305471847739889","0","0","Oregon","1"
"360920","68","38196.6","Some college but no degree","","Yes","58","Not at all","Divorced","No","Male","Retired","930","Houston-The Woodlands-Sugar Land, TX","4 mil+","0.127125450956368","0","0.00678646790552039","0.0050302906541419895","0.00169491525423729","7","House, apartment, flat","West South Central","Yes","0.0033217616227622397","4","0.00340344428561704","0","","0","1","0.0134980600367572","0","0.00339663739704581","0.0102103328568511","0","0","0.00196038390851542","0.00258661765706895","0","0","0","Texas","3"
"360921","50","211800","Master’s or greater","Paid employee of a PRIVATE company","No","47.5","Not at all","Married","No","Male","","103","Rest of America","1.20-4 mil","0.0433370160528801","0.00214825306893296","0.00115391879131256","0.000940321057601511","0.00160321057601511","0","House, apartment, flat","East North Central","Yes","0.000141170915958451","2","0.00072795089707271","0.00132765231350331","0.0196411709159585","0.00000656279508970727","2","0","0.000379320113314448","0.0017038715769594","0.0004898016997167139","0.00181558073654391","0","0.000428423040604344","0.00118583569405099","0","0.00172842304060434","0","Ohio","2"
"360922","66","197954.5","Master’s or greater","A State government employee","No","42.6666666666667","Not at all","Married","No","Male","","102","Rest of America","0.33-1.19 mil","0.0237271696273639","0","0.00240752294087783","0","0.00139223912565766","7","House, apartment, flat","West North Central","Yes","0.000629134472820774","3","0.00084059720794425","0.0009745673879603651","0.0210149301986062","0.0000214695801307876","3","0.00014053734570317901","0","0","0.00014053734570317901","0","0.0018650750551263","0","0","0","0.0018164780290420301","0","Kansas","5"
"360924","47","75855.6","Bachelor’s degree","Paid employee of a PRIVATE company","Yes","36.6666666666667","Not at all","Married","No","Male","","112","New York-Newark-Jersey City, NY-NJ-PA","4 mil+","0.118062476600277","0","0.0065946350697905","0","0.009240715253718909","7","House, apartment, flat","Middle Atlantic","Yes","0","3","0.0023513095934907897","0.0114275017269654","0.0754064301119495","0.000314017686235426","3","0.000589541180875242","0","0.0028380238242133697","0.00151841129725426","0","0","0","0.000428445625636077","0.009967359034797691","0","0","New York",""
"360929","51","193000","Some college but no degree","Paid employee of a PRIVATE company","No","54","Not at all","Married","No","Male","","111","Chicago-Naperville-Elgin, IL-INWI","4 mil+","0.0185340959585492","0","0.000884134715025907","0.00065749689119171","0.00117180652849741","0","House, apartment, flat","East North Central","Yes","0","2","0.000364603523316062","0.00024373181347150298","0.0215544041450777","0.00000656683937823834","2","0.00231089481865285","0.00191104310880829","0.000368913056994819","0","0","0.000723833264248705","0.000546022901554404","0.00108826704663212","0","0.0005921614507772019","0","Indiana","4"
"360931","35","68000","Bachelor’s degree","Paid employee of a PRIVATE company","No","40","Not at all","Married","No","Male","","103","Rest of America","1.20-4 mil","0.203813235294118","0.00818235294117647","0.011245","0.00259235294117647","0.00178941176470588","2","House, apartment, flat","West South Central","Yes","0.0007914705882352941","5","0.0182420588235294","0.00955882352941177","0.15294117647058803","0.00011330882352941202","1","0","0.00324235294117647","0.00936382352941176","0.00129235294117647","0","0.00159441176470588","0.00495147058823529","0.0013802941176470599","0","0.00195","0","Oklahoma","2"
"360934","54","401230.8","Master’s or greater","Paid employee of a PRIVATE company","No","41.6666666666667","Not at all","Married","No","Male","","101","Rest of America","1.20-4 mil","0.0145438485779257","0.0015552146046614599","0.000762055156284114","0","0","7","House, apartment, flat","South Atlantic","Yes","0.00008553680325638009","3","0.0008534240143079741","0.000872216190780967","0.0116641095349609","0.00000395034478908399","3","0.0005449731177167849","0.00009201686410913621","0.0013050842557450698","0","0","0.000231986178528667","0.00008294477891527769","0.000120529131861263","0","0","0","","3"
"360935","88","18845.8","Bachelor’s degree","","No","","Not at all","Widowed","No","Male","Retired","930","Washington-ArlingtonAlexandria, DC-VA-MD-WV","4 mil+","0.568950589521273","0.00970247906695391","0.0245985842999501","0","0.00282821636651137","0","House, apartment, flat","South Atlantic","Yes","0.00282821636651137","1","0.0103988825096308","0","0.220738838361863","0.000130533063069756","0","0.0261575523458808","0","0.0240329410266478","0","0.0297031699370682","0","0.0035318214137898102","0","0","0","0","",""
"360939","75","40735.2","Bachelor’s degree","","No","","Not at all","Widowed","No","Female","Retired","930","St. Louis, MO-IL","1.20-4 mil","0.0875385416052947","0","0.0102761248257036","0.0128738781201516","0.00129568530411045","0","House, apartment, flat","West North Central","Yes","0","3","0.0115781928160412","0","0.089357607180031","0","0","0.0101165576700249","0.00129568530411045","0.0067273512834109105","0","0","0","0","0","0","0.00133398142147332","0","Missouri","1"
"360940","48","233230.8","Master’s or greater","Paid employee of a PRIVATE company","No","50","Not at all","Married","No","Male","","103","Rest of America","1.20-4 mil","0.0849746547197025","0.0138145274980834","0.0018471831336170001","0","0.00052282974632853","5","House, apartment, flat","East South Central","Yes","0.00027757911905288704","3","0.0018862002788654","0.0028114640090416898","0.041246696405449","0","1","0.0023354548370112397","0","0.00539551380006414","0","0.000312137161987182","0","0","0.000307678059673079","0","0","0","Kentucky","3"
"360941","70","38266","High school graduate","Paid employee of a PRIVATE company","No","8","Not at all","Married","No","Male","","112","Rest of America","< 125,000","0.0945460722312235","0","0.00230335023258245","0","0.0101578424711232","0","House, apartment, flat","","Yes","0.000944441540793394","2","0.00239847384100768","0.00901635917002038","0.0543563476715622","0.000141901426854126","1","0.000631892541681911","0.00141326503946062","0.0129300162023729","0","0","0.00226937751528772","0","0.000672659802435583","0","0.004722207703966971","0","","2"
"360942","21","31581.9","Some college but no degree","","No","","Full time","Never married","No","Female","Going to school","920","Rest of America","125,000 - 330,000","0.0697323492253474","0","0","0","0","0","","South Atlantic","Yes","0","1","0","0.0053840965869691206","0.16465127177275599","0","0","0","0.00586981783869875","0.0036881884877097296","0","0.0077402974488552","0","0","0","0","0.00933572710951526","0.007961144199684","North Carolina","1"
"360945","60","68817.6","High school graduate","Paid employee of a PRIVATE company","No","40","Not at all","Married","No","Male","","111","Rest of America","1.20-4 mil","0.0438902257562019","0","0.009218571993211041","0","0","0","House, apartment, flat","East North Central","Yes","0","2","0.00138224175210993","0","0.0906744786217479","0.0000274639045825486","2","0","0","0.0053082351026481605","0.00150746320708656","0","0","0","0.00037403222431471004","0","0.000940747715700635","0","","4"
"360946","61","103592.9","High school graduate","Paid employee of a PRIVATE company","No","20","Not at all","Married","No","Male","","111","Rest of America","< 125,000","0.0493205615442757","0.00298418134833565","0.00756712091272665","0.00263782556526557","0.00558435954587621","0","House, apartment, flat","","No","0.000474356833335103","2","0.00127248102910528","0.004517684127000979","0.0527063148150115","0.000027415006240775198","1","0","0.0008508305105851849","0.00615408971078134","0.0010014199814852198","0","0.0022989992557405","0","0","0","0.000815692967375177","0","","3"
"360948","62","178859.8","High school graduate","A State government employee","No","45","Not at all","Married","No","Female","","110","Honolulu, HI","0.33-1.19 mil","0.0472102716205654","0","0.00615476479343039","0.008832391291950459","0.00105971269116928","7","House, apartment, flat","Pacific","Yes","0.00121234620635828","9","0.00301051438053716","0.00316169424320054","","0.0000251034609230246","4","0.00363413131402361","0.000895449955775417","0.0024130631925116802","0","0","0.00328234740282612","0","0.0060646383368426","0.0014420233054045699","0","0","Hawaii","4"
"360953","68","42972","Associate’s degree in college","","No","60","Not at all","Widowed","No","Female","Retired","930","Rest of America","125,000 - 330,000","0.14021316205901502","0","0.0135425681839337","0.0382064409382854","0","7","House, apartment, flat","Middle Atlantic","Yes","0","5","0","0","0.193614446616401","0.0000361863539048683","1","0.0135832635204319","0.00483431071395327","0.00632877222377362","0.0118380047472773","0","0.0132190747463465","0","0.00251093735455646","0","0.00808867913990505","0.0526873312854882","Pennsylvania","1"
"360954","66","20728","Associate’s degree in college","A local government employee","No","20","Not at all","Divorced","No","Female","","106","Rest of America","0.33-1.19 mil","0.116904670011579","0","0.0171468544963335","0","0.00287244307217291","0","House, apartment, flat","New England","Yes","0.00249614048629873","1","0.00989081242763412","0.0196238537244307","0.15052103434967198","0","1","0","0","0.00536858355847163","0","0","0.00250868390582787","0","0","0.0444162485526824","0","0","","1"
"360957","36","60000","High school graduate","","Yes","40","Not at all","Married","No","Female","Taking care of home/family","910","Rest of America","1.20-4 mil","0.188331","0","0.016432","0","0.0164796666666667","2","House, apartment, flat","Mountain","Yes","0.008359","6","0.0122026666666667","0.00276033333333333","0.13","0.00010725","1","0.00872733333333333","0.005005","0.00562466666666667","0","0","0.009264666666666671","0","0.00389566666666667","0","0.0042899999999999995","0","Nevada","2"
"360958","56","112082.2","Master’s or greater","Paid employee of a PRIVATE company","No","55","Not at all","Never married","No","Male","","102","New York-Newark-Jersey City, NY-NJ-PA","4 mil+","0.0643972215035037","0.0008977339845220741","0.00118074056362206","0","0.0032870518244645396","0","House, apartment, flat","Middle Atlantic","Yes","0","1","0","0","0.0334040552380307","0.0000512570238628435","1","0.00127584933200812","0","0.00122713508478599","0","0","0","0.000786387133728638","0","0.00149390358147859","0.000811904120368801","0.0187897810713922","New York",""
"360960","50","17562","Some college but no degree","Paid employee of a PRIVATE company","No","28","Not at all","Divorced","No","Female","","107","Rest of America","125,000 - 330,000","0.17784876437763397","0","0.0348798542307254","0.008172189955585921","0","0","House, apartment, flat","South Atlantic","Yes","0","1","0","0.00654367384124815","0.0888281516911514","0.0000489693656758911","1","0.00604031431499829","0.00450062635235167","0.0289579774513153","0","0.00445621227650609","0.012939300763011002","0.0112811752647762","0.00581824393577041","0","0","0.0347170026192916","North Carolina","1"
"360962","45","192314.5","Bachelor’s degree","Paid employee of a PRIVATE company","No","50","Not at all","Married","Yes","Male","","110","Rest of America","0.33-1.19 mil","0.108087221712351","0","0.0091811069888126","0.00404368885341459","0.00721401662381152","4","House, apartment, flat","Mountain","Yes","0.0014168458436571302","6","0.0021658273297125302","0.00431272732945254","0.0540780856357685","0.0000527521325745069","1","0.0149025684490769","0.000894992317271969","0.00451552015058667","0","0.000716534634673933","0.0010207238663751301","0.00061858975792257","0.000250715468672409","0","0.0050982115233120795","0","","3"
"360964","18","2361","High school graduate","","No","","Full time","Never married","No","Female","Going to school","920","Rest of America","1.20-4 mil","0.17707750952985998","0","0","0","0","0","Student quarters in college dormitory","South Atlantic","Yes","0","1","0","0","0.330368487928844","0","0","0","0","0","0","0","0","0","0","0","0","0","North Carolina",""
"360965","58","60236.2","Associate’s degree in college","Paid employee of a PRIVATE company","Yes","32.3333333333333","Not at all","Divorced","No","Female","","110","Chicago-Naperville-Elgin, IL-INWI","4 mil+","0.415482384346954","0.00489473107533344","0.0221730454444337","0.00535657959831464","0.0213831549798958","7","House, apartment, flat","East North Central","Yes","0.00561124373715473","4","0.0202254215903394","0.0114984916047161","0.0949595093980032","0.000326464816837716","3","0.0127375232833412","0.014584917375266","0.0181976950737264","0.0015279848330406","0","0.00810608902952045","0.0136817013689443","0.0112420491332455","0","0.00492062912335107","0","Illinois","2"
"360967","43","158905.8","Bachelor’s degree","Paid employee of a PRIVATE company","No","47.5","Not at all","Married","No","Female","","103","Rest of America","1.20-4 mil","0.11458725861485199","0","0.00395794237844056","0.0018783455355311101","0.00627315050803684","4","House, apartment, flat","Pacific","Yes","0.00042213688864723597","4","0.00521780828641875","0.000350144551048483","0.0523580637081843","0.0000187217835975779","2","0.0006495672278796621","0","0.00391376526218678","0","0.00143984675197507","0","0.0018322475328150399","0.000991815528445154","0.00342454460441343","0.00305476577947438","0","Oregon","2"
"360971","65","24052.4","High school graduate","","No","45","Not at all","Separated","No","Female","Ill, disabled, unable to work","900","Rest of America","1.20-4 mil","0.115988425271491","0","0.0175748840032595","0","0.00980669704478555","7","House, apartment, flat","East North Central","Yes","0","4","0.00654021220335601","0.00199382265387238","0.183765445444114","0.0000932486986745605","2","0.013372341221666001","0.00539479137217076","0.0040723287488982395","0","0","0.005422864246395371","0","0.00442071560426402","0.0068221408258635294","0.00484411119056726","0","Ohio",""
"360973","51","54340","Some college but no degree","Paid employee of a PRIVATE company","No","43","Not at all","Married","No","Male","","110","Rest of America","125,000 - 330,000","0.0179043062200957","0","0","0","0","5","House, apartment, flat","West South Central","No","0","3","0","0","0.0334928229665072","0.0000355171144644829","2","0","0","0.00239234449760766","0","0.00286602870813397","0","0","0","0","0","0","Texas","3"
"360974","68","88301","Master’s or greater","Paid employee of a PRIVATE company","No","40","Not at all","Divorced","No","Male","","103","Rest of America","1.20-4 mil","0.0742095815449429","0","0.00308580876773762","0.0195689772482758","0.00246746922458409","0","House, apartment, flat","East North Central","Yes","0","1","0.0026441376654851","0.00124551250835211","0.0288558453471648","0.0000327289611669177","1","0.0040604296667081895","0.00117484513199171","0.00155819503742879","0.000376892673922153","0","0","0.0015811825460640301","0.0026794713536653","0","0.00726933805959162","0","Ohio","1"
"360982","40","58782","Some high school, no degree","Paid employee of a PRIVATE company","No","40","","Divorced","No","Male","","101","New York-Newark-Jersey City, NY-NJ-PA","4 mil+","0.0422629376339696","0","0.00132693681739308","0","0.0022115613623218","1","House, apartment, flat","Middle Atlantic","Yes","0","3","0","0","0.115001190840734","0.0000254329556667007","1","0.00334388077983056","0","0","0","0","0","0.00049728284168623","0.0006084978394746691","0.00707699635942976","0","0","New York","2"
"360983","56","241230.8","Master’s or greater","Paid employee of a PRIVATE company","No","36","Not at all","Married","No","Female","","102","Rest of America","1.20-4 mil","0.0365182223828798","0.00227201501632461","0.00112738506028252","0","0.0018775380258242301","0","House, apartment, flat","East North Central","Yes","0.000536747380516916","2","0.00261799073750118","0.00571883855627059","0.0258673436393694","0","2","0.000570159366051101","0.0034705352716154","0.000192927271310297","0","0.000643450173029315","0","0.00192280587719313","0.00101637104383022","0","0.000386932348605568","0","","2"
"360984","39","101000","Master’s or greater","Paid employee of a PRIVATE company","No","40","Not at all","Never married","No","Female","","103","Baltimore-Columbia-Towson, MD","1.20-4 mil","0.0637540594059406","0","0.00579980198019802","0","0.0007697029702970299","1","House, apartment, flat","South Atlantic","Yes","0","2","0.000558613861386139","0","0.0334653465346535","0.0000543564356435644","1","0.000543168316831683","0","0.00308138613861386","0","0","0.0010297029702970302","0.00179683168316832","0","0","0","0","","1"
"360985","22","25506","Some college but no degree","Paid employee of a PRIVATE company","No","30","Full time","Never married","No","Male","","112","Rest of America","125,000 - 330,000","0.17461423037716597","0.0082603873598369","0.00300713557594292","0","0.009072375127421","0","House, apartment, flat","West North Central","Yes","0","1","0","0","0.0305810397553517","0.0000621422410413236","1","0.0107645259938838","0.00474006116207951","0","0","0","0","0","0","0","0.006004077471967379","0","Nebraska","1"
"360990","61","29832","High school graduate","","No","","Not at all","Widowed","No","Female","Retired","930","Detroit-Warren-Dearborn, MI","1.20-4 mil","0.11919281308661801","0","0.0125502815768302","0","0.00217886832931081","0","House, apartment, flat","East North Central","Yes","0.0016472244569589699","1","0.00217886832931081","0.0148598820058997","0.174309466344865","0.00003167739340305711","0","0","0.00339031912040762","0.0124369804237061","0.00915124698310539","0","0","0","0.00392196299275945","0","0.00217886832931081","0","","2"
"360993","62","131103.4","Master’s or greater","Paid employee of a PRIVATE company","Yes","20","Not at all","Married","Yes","Male","","102","San Diego-Carlsbad, CA","1.20-4 mil","0.207703923010387","0.0039663349691922605","0.00181166712686322","0.00154109565426984","0.000759376644694188","0","House, apartment, flat","Pacific","Yes","0.00318314048300807","2","0.0112009299529989","0.0153708172328101","0.0793266993838451","0.000041842736343984996","1","0.0371625735106794","0","0.000515216996660651","0.00224820790307498","0.00852762018376335","0.00771306785331273","0.00554245931074251","0.0026562624615379896","0","0.000552260582105422","0","California","2"
"360995","26","66000","Some college but no degree","Paid employee of a PRIVATE company","No","50","Not at all","Never married","No","Male","","101","Denver-Aurora-Lakewood, CO","1.20-4 mil","0.0454271803030303","0.00558009636363636","0","0.00296446090909091","0","0","House, apartment, flat","Mountain","Yes","0.00160979393939394","1","0.00389733303030303","0","0.0472727272727273","0.000023404469696969698","1","0.00571006484848485","0","0.0021334103030303","0","0","0","0","0.00223415242424242","0","0","0","Colorado","1"
"360998","45","53200","Some college but no degree","Paid employee of a PRIVATE company","Yes","40","Not at all","Divorced","No","Female","","104","Los Angeles-Long Beach-Anaheim, CA","4 mil+","0.0340492481203008","0","0","0.0026048872180451104","0","7","House, apartment, flat","Pacific","Yes","0","2","0","0","0.107518796992481","0","2","0","0","0","0","0","0","0","0","0","0","0","California","2"
"361001","72","153216","Master’s or greater","","No","","Not at all","Married","No","Female","Retired","930","Honolulu, HI","0.33-1.19 mil","0.0865835160818713","0","0.000884111319966583","0.00577472326649958","0.00220773287385129","0","House, apartment, flat","Pacific","Yes","0.00132531850459482","2","0.00545399958228906","0.0067725302840434395","0.016969507101086002","0.0000489831349206349","0","0.00228239870509607","0.000884111319966583","0.0115477495822891","0","0.00354493003341688","0","0.0012218045112782","0.00141865079365079","0.00450031328320802","0.000773809523809524","0","Hawaii","3"
"361004","69","32454.4","High school graduate","Paid employee of a PRIVATE company","No","26","Not at all","Divorced","No","Male","","112","Rest of America","1.20-4 mil","0.0886043186748176","0","0.000801124038651154","0","0.0006328879905344111","0","House, apartment, flat","East North Central","Yes","0.0039014740682311202","1","0.0109273318872017","0.00184258528889765","0.0400562019325577","0","1","0.00890849930980083","0.0016022480773023099","0","0.00617088222244133","0","0.0105565877045948","0.0020749112601064898","0.000552775586669296","0.00439817097219483","0","0.0214541017550779","Indiana","1"
"361008","48","273450.2","Master’s or greater","Self-employed","No","40","Not at all","Married","Yes","Male","","203","Dallas-Fort Worth-Arlington, TX","4 mil+","0.068425654616453","0","0.00463901653756333","0.00107917273419438","0.00053435689569801","7","House, apartment, flat","West South Central","Yes","0","3","0","0","0.0237703245417264","0.0000215212861427785","3","0.00143477678933861","0.0014214654075952401","0.000407898769136025","0.000330882917620832","0","0.00042596421578773797","0.00026242438294066","0.00037271868881427","0","0.00298745438840418","0.000904688093115309","Texas","4"
"361009","43","36000","Associate’s degree in college","Paid employee of a PRIVATE company","Yes","36","Not at all","Married","No","Male","","112","Rest of America","0.33-1.19 mil","0.250943333333333","0.00722222222222222","0.0239416666666667","0.0120972222222222","0.0115555555555556","0","House, apartment, flat","West North Central","Yes","0","2","0","0.0111944444444444","0.11555555555555601","0.000100694444444444","2","0.0119166666666667","0.00577777777777778","0","0","0","0","0.00866666666666667","0.00845","0.0375555555555556","0.0023472222222222197","0","Nebraska","2"
"361010","75","104820","Bachelor’s degree","","No","8","Not at all","Married","No","Female","Retired","930","Rest of America","1.20-4 mil","0.0652331616103797","0","0.00475004770082045","0.0011806907078801801","0.00148330471284106","0","House, apartment, flat","Middle Atlantic","Yes","0","2","0.00406048464033581","0.00189505819500095","0.0595306239267315","0.0000137855371112383","1","0.00072180881511162","0","0.00272104560198435","0","0","0","0.00365617248616676","0","0","0.0017239076512116","0","New York","2"
