"id","age","net_income","highest_education","profession","hispanic","weekly_hours_worked","in_college","is_married","self_employed","sex","reason_unemployment","main_profession","psu","psu_popsize","total_food_percent","alcbev_percent","bakery_percent","beef_percent","cereal_percent","child_age","housing_type","census_division","lives_in_MSA","eggs_percent","fam_size","fresh_fruit_percent","fresh_veg_percent","non_alc_grocery_percent","milk_percent","number_earners","non_alc_bevs_percent","oils_percent","othdairy_percent","othmeat_percent","pet_food_percent","pork_percent","procfruit_percent","proc_veg_percent","seafood_percent","sweets_percent","smoking_percent","state","vehicle"
"367509","66","57300","Some high school, no degree","Paid employee of a PRIVATE company","No","40","","Never married","No","Male","","111","Rest of America","1.20-4 mil","0.0973616055846422","0","0.0038614310645724297","0.011434554973821998","0.0006216404886561951","0","House, apartment, flat","South Atlantic","Yes","0","1","0.00884363001745201","0.0074324607329842906","0.20418848167539302","0.000024781849912739998","1","0.00767294938917976","0","0.0009211169284467711","0","0.0264219895287958","0","0","0.008766492146596859","0.00278603839441536","0.00125235602094241","0.00159720767888307","","2"
"367512","66","56917.8","Some high school, no degree","","No","70","","Married","No","Female","Taking care of home/family","910","Rest of America","< 125,000","0.0556746747063309","0","0.0047370067008914605","0","0.0046502148712705","7","House, apartment, flat","","No","0","3","0.0157001851793288","0.00113286177610519","0.100495802719009","0","1","0","0","0","0.0071077940468535295","0","0.009661301034122891","0.00340772131038094","0","0","0","0","","1"
"367516","21","1639.6","Some college but no degree","","Yes","","Full time","Never married","No","Female","Going to school","920","New York-Newark-Jersey City, NY-NJ-PA","4 mil+","0.392473774091242","0","0","0","0","0","Student quarters in college dormitory","Middle Atlantic","Yes","0","1","0","0","0.63430104903635","0","0","0","0","0","0","0","0","0","0","0","0","0","New Jersey",""
"367517","58","70000","Some college but no degree","Paid employee of a PRIVATE company","No","35","Not at all","Divorced","No","Male","","106","New York-Newark-Jersey City, NY-NJ-PA","4 mil+","0.10252171428571401","0","0.0135942857142857","0","0.000999142857142857","0","House, apartment, flat","Middle Atlantic","Yes","0.00270771428571429","1","0.00431228571428571","0.0155442857142857","0.0668571428571429","0.000007142857142857139","1","0.0018571428571428602","0.00779257142857143","0.001482","0.004004","0","0","0.012038","0","0.0137874285714286","0.006682","0","New Jersey","2"
"367518","43","94550","Master’s or greater","Paid employee of a PRIVATE company","No","40","Not at all","Divorced","No","Female","","103","Rest of America","1.20-4 mil","0.16161248016922303","0.00347033315705976","0.0116181914331042","0","0.00782062400846113","4","","West South Central","Yes","0.000406980433632998","6","0.000838709677419355","0.000288736118455843","0.0824960338445267","0.00004034902168164989","2","0.0276664198836594","0.00229338974087784","0.00783712321523004","0.004702273929138021","0.0133258593336859","0","0","0","0","0.0292228450555262","0.0171234267583289","Oklahoma","3"
"367519","53","220","High school graduate","Paid employee of a PRIVATE company","No","40","Not at all","Widowed","No","Female","","111","Rest of America","125,000 - 330,000","16.8326375454545","0","1.01872727272727","0.853713545454545","0.9596363636363641","0","Mobile home or trailer with NO permanent room added","East South Central","Yes","0","1","0","0.41245454545454496","7.09090909090909","0.0232727272727273","1","2.82218181818182","0.304909090909091","0","0.658270363636364","6.04736363636364","0.670835454545455","0.127636363636364","0","0","3.03609090909091","0","Alabama","1"
"367523","36","44799.4","Master’s or greater","Paid employee of a PRIVATE company","No","40","Not at all","Never married","Yes","Female","","101","New York-Newark-Jersey City, NY-NJ-PA","4 mil+","0.0165810256387362","0","0.00173529109764863","0","0.000452684634169208","0","House, apartment, flat","Middle Atlantic","Yes","0","1","0","0","0.0348218949360929","0.00006674196529417801","1","0.00327325812399273","0","0","0","0","0","0","0.00286700268307165","0","0","0","New Jersey","1"
"367525","49","245059.6","Master’s or greater","Self-employed","No","45","Not at all","Married","Yes","Female","","203","Seattle-Tacoma-Bellevue, WA","1.20-4 mil","0.0616262329653684","0","0.00273070469387855","0.00127103773939074","0.00516665807011845","5","House, apartment, flat","Pacific","Yes","0.0021166279549954398","4","0.00339721439192751","0.006660747018276371","0.0530483196740711","0.00000610055676251818","2","0.00583637613054131","0.00155749866563073","0.00048698357460797304","0","0","0.0035145021047941","0.000709786517239072","0.00115416380341762","0","0.00261846505911215","0","","2"
"367528","66","37890.6","Associate’s degree in college","","No","","Not at all","Married","No","Female","Retired","930","Los Angeles-Long Beach-Anaheim, CA","4 mil+","0","0","0","0","0","0","","Pacific","Yes","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","California",""
"367529","88","32344.8","High school graduate","","No","","Not at all","Widowed","No","Female","Retired","930","Los Angeles-Long Beach-Anaheim, CA","4 mil+","0.0726187826172986","0","0.00320731616828671","0","0","0","House, apartment, flat","Pacific","Yes","0.00159963889095001","1","0.0086653805248448","0.00557864015235834","0.120575795800252","0","0","0","0.0024034775296183602","0.00256424525735203","0","0","0","0.0024034775296183602","0","0.0129498404689471","0.0068165516559076","0","California",""
"367531","46","20325.2","Bachelor’s degree","A Federal government employee","No","40","Not at all","Separated","No","Female","","111","Rest of America","125,000 - 330,000","0.153209808513569","0","0.0022897683663629397","0","0.0062936650069864","5","House, apartment, flat","West South Central","Yes","0.00184204829472773","2","0.00443882471021195","0.006357625017220001","0.255840040934407","0.000153504024560644","1","0.0460000393600063","0","0.0162970106075217","0","0","0.0231791077086572","0","0.0016373762619802","0","0.00511680081868813","0","Louisiana","1"
"367532","26","59867","High school graduate","Paid employee of a PRIVATE company","No","45","Not at all","Married","No","Female","","105","Rest of America","1.20-4 mil","0.0382180500108574","0","0","0","0","0","House, apartment, flat","South Atlantic","Yes","0","2","0","0","0.0851220204787279","0","2","0","0","0","0","0.0186052416189219","0","0","0","0","0","0","North Carolina","2"
"367533","34","68244.8","Bachelor’s degree","Paid employee of a PRIVATE company","No","36","Not at all","Married","No","Male","","103","Rest of America","0.33-1.19 mil","0.26091130752819297","0","0.0019925327644011","0","0","2","House, apartment, flat","South Atlantic","Yes","0.000560042669917708","6","0.00275068576653459","0.00204206034745504","0.0952453520268211","0.0000986888378308677","2","0.00469369094788174","0","0.00113532459615971","0.00131057604388906","0","0","0.00215635476988723","0.000678146906430966","0","0.00594711978055471","0","South Carolina","2"
"367535","55","498461.5","Bachelor’s degree","Paid employee of a PRIVATE company","No","21.6666666666667","Not at all","Married","No","Male","","103","Miami-Fort Lauderdale-West Palm Beach, FL","4 mil+","0.00847816732084624","0.000891944513267324","0.00103016983257483","0","0","5","House, apartment, flat","South Atlantic","Yes","0","4","0.000763108083573155","0.000150743838791963","0.0130401244629726","0","3","0","0","0","0.000279058663507613","0","0.000244632734925365","0.00009858334094007259","0","0","0.0005878488107908031","0","Florida","3"
"367536","74","26376","High school graduate","","No","","Not at all","Married","No","Female","Retired","930","Rest of America","< 125,000","0.194033980133455","0","0.0351078268122536","0.00478264558689718","0.00835049893842887","0","House, apartment, flat","West South Central","No","0.0030722111010009104","2","0.0110457514407037","0.0130869623900516","0.197148923263573","0.00011923718531998799","0","0.0131979966636336","0.004207069305429179","0.00959365104640582","0.00901601455868972","0","0.0103626402790416","0.008158367455262359","0.0121413967242948","0.00599762511373976","0.00820248938428875","0","","2"
"367537","46","60000","Associate’s degree in college","","Yes","50","Not at all","Married","No","Female","Taking care of home/family","910","New York-Newark-Jersey City, NY-NJ-PA","4 mil+","0.071825","0","0","0","0","3","House, apartment, flat","Middle Atlantic","Yes","0","3","0","0.00173333333333333","0.17766666666666697","0","1","0","0.0036833333333333297","0","0","0","0","0","0","0.0078","0","0","New York","1"
"367538","27","20600","Some college but no degree","Paid employee of a PRIVATE company","Yes","40","Not at all","Separated","No","Female","","106","Rest of America","0.33-1.19 mil","0.36338156601941796","0.00839320388349515","0.00483398058252427","0.040375740776699","0.00401359223300971","1","House, apartment, flat","West North Central","Yes","0.00334466019417476","2","0.0268330097087379","0.019247572815534","0.17669902912621396","0.000504854368932039","1","0.0119650485436893","0.0108417475728155","0.0141864077669903","0","0","0","0","0.0073708737864077705","0","0","0","Kansas","1"
"367539","20","49022","High school graduate","Paid employee of a PRIVATE company","No","40","Not at all","Never married","No","Male","","111","Anchorage, AK","125,000 - 330,000","0.0362775896536249","0","0","0","0","0","House, apartment, flat","Pacific","Yes","0","1","0","0","0.0424299294194443","0","1","0.0071070131777569295","0","0","0","0","0","0","0","0","0","0.0349622618416221","Alaska","1"
"367540","78","36532.4","Associate’s degree in college","Paid employee of a PRIVATE company","No","40","Not at all","Widowed","No","Female","","110","Los Angeles-Long Beach-Anaheim, CA","4 mil+","0.210213947071641","0","0.0271797089706671","0","0","0","House, apartment, flat","Pacific","Yes","0","1","0.0162978616242021","0.015799673714292","0.0711697014157296","0.000134401243827397","1","0.034965674305548","0","0.0320263656370783","0","0","0","0","0","0.0124119959269032","0.00569357611325837","0","California","1"
"367542","53","466461.5","Bachelor’s degree","Paid employee of a PRIVATE company","No","50","Not at all","Married","No","Male","","101","San Diego-Carlsbad, CA","1.20-4 mil","0.0563180300625025","0.034910763739344","0.00116772766884298","0","0.0013600264973636599","5","House, apartment, flat","Pacific","Yes","0.0005278463495915531","3","0.0009893635380411891","0.0020589909349431803","0.027869395437779998","0.000005123681161253389","2","0.0009185752736292279","0.000278136566469044","0.0006671933267804519","0","0.000890705878191448","0","0","0.000700079213397033","0","0.000222397775593484","0","California","2"
"367543","74","20995","High school graduate","","No","30","Not at all","Widowed","No","Female","Retired","930","Rest of America","1.20-4 mil","0.0594427244582043","0","0","0","0","7","House, apartment, flat","East North Central","Yes","0","3","0","0","0.27244582043343696","0","1","0","0","0","0","0","0","0","0","0","0","0","Ohio","1"
"367544","55","110040","Some college but no degree","Paid employee of a PRIVATE company","No","45","Not at all","Divorced","Yes","Female","","101","Rest of America","125,000 - 330,000","0.169930934205743","0","0.00622591784805525","0.00965667030170847","0.00611014176663032","0","House, apartment, flat","East South Central","Yes","0.00024336604870956","1","0.0113484187568157","0.00171537622682661","0.0425299890948746","0.0000687022900763359","1","0.0122533624136678","0.000980552526354053","0.0037402762631770295","0.00249981824790985","0","0.00612431842966194","0.00181766085059978","0.00108855507088332","0.00156179571065067","0","0.00109396583060705","Alabama",""
"367546","61","110049.8","Bachelor’s degree","Paid employee of a PRIVATE company","No","40","Not at all","Never married","No","Male","","110","New York-Newark-Jersey City, NY-NJ-PA","4 mil+","0.0999743799625261","0","0.00351068443559189","0","0.00242497632889837","0","House, apartment, flat","Middle Atlantic","Yes","0.0013996459784570302","3","0.00323877662658178","0.0012442717751418","0.0401636350088778","0.0000312902431444673","2","0.0053847574461743705","0.00115418710438365","0.00211891289216337","0","0","0","0","0.0019817068272727396","0","0.00226631343264595","0","New Jersey","1"
"367549","50","70000","Some college but no degree","A Federal government employee","No","40","Not at all","Never married","No","Female","","104","Washington-ArlingtonAlexandria, DC-VA-MD-WV","4 mil+","0.0772070185714286","0","0.00591485142857143","0","0.00147272914285714","0","House, apartment, flat","South Atlantic","Yes","0","1","0.00471653742857143","0.000625990857142857","0.111428571428571","0","1","0.0037730791428571397","0.00353926485714286","0.001314794","0.00144706342857143","0.0254558237142857","0.00179320514285714","0.003026946","0.0028141471428571397","0","0.00216599685714286","0.0023733431428571397","",""
"367550","59","77841.4","Some high school, no degree","Paid employee of a PRIVATE company","No","40","","Married","No","Male","","112","Rest of America","< 125,000","0.0700424162463676","0","0.004068272153378539","0.00177698319917165","0.0006312836100070139","0","House, apartment, flat","","No","0.0009652961020742179","2","0.00397808878052039","0.00398810915528241","0.0267209993653763","0.000038282970244625606","2","0.00676375296436087","0","0.0138949196699957","0.0056507832592939","0.00968302214502823","0.0113303717559037","0","0","0","0","0","","2"
"367551","75","1572","Associate’s degree in college","","No","","Not at all","Widowed","No","Female","Retired","930","New York-Newark-Jersey City, NY-NJ-PA","4 mil+","2.18419830788804","0","0.266841704834606","0","0.0597310305343511","0","House, apartment, flat","Middle Atlantic","Yes","0","1","0.119526730279898","0","1.91857506361323","0.0051097137404580205","0","0.141954872773537","0.212680992366412","0.266781170483461","0.083864058524173","0","0","0.0945362977099237","0.14189516539440197","0","0.0826972010178117","0","New York",""
"367552","32","309546.2","Master’s or greater","Paid employee of a PRIVATE company","No","45","Not at all","Married","No","Male","","103","Rest of America","1.20-4 mil","0.0274629549320909","0.005242599198439521","0.0024861756338795302","0","0.00153030294023962","0","House, apartment, flat","New England","Yes","0.000688589748476964","2","0.000550431502631917","0.00160627796432326","0.008399392400875859","0.00000660644517684275","2","0.0017334548445434","0.0005442806275767559","0.00161372738544359","0.00031098498382470897","0.00031833697199319503","0.00038825855397352596","0.000274139369179786","0.0006451161732885111","0.0007246642988994861","0.000179405142108028","0","Connecticut","2"
"367556","33","41080","Associate’s degree in college","Paid employee of a PRIVATE company","No","40","Not at all","Widowed","No","Female","","110","Houston-The Woodlands-Sugar Land, TX","4 mil+","0.16841140506329097","0.0375506329113924","0.007645569620253159","0.0053670886075949395","0.0144050632911392","1","House, apartment, flat","West South Central","Yes","0.00690506329113924","4","0.0256329113924051","0.0116708860759494","0.151898734177215","0.000060370009737098294","2","0.0205189873417722","0.00315189873417722","0.0012405063291139199","0","0","0.00416455696202532","0.00253164556962025","0.00348101265822785","0.00843037974683544","0","0","Texas","1"
"367559","43","8500","High school graduate","","No","","Not at all","Separated","No","Male","Ill, disabled, unable to work","900","Rest of America","0.33-1.19 mil","0.20188235294117604","0","0.009730851764705879","0","0.01067508","0","House, apartment, flat","East North Central","Yes","0","1","0.009183750588235291","0.0191036988235294","0.21411764705882397","0.000249995882352941","0","0.0228530211764706","0","0.00880372235294118","0","0","0","0","0.0170165411764706","0","0.0125125152941176","0.0524894117647059","Ohio",""
"367560","39","142000","Bachelor’s degree","Paid employee of a PRIVATE company","No","39.5","Not at all","Married","No","Female","","103","Rest of America","< 125,000","0.0763960563380282","0","0.00118467535211268","0","0.000545633802816901","2","House, apartment, flat","","No","0","5","0.0019955952112676104","0","0.042112676056338","0.0000167605633802817","2","0.000188591549295775","0","0.00130183098591549","0","0","0","0.00274041830985915","0.00177128295774648","0","0.00636084507042254","0","","4"
"367561","31","200000","Master’s or greater","A Federal government employee","No","45","Not at all","Married","No","Male","","103","Washington-ArlingtonAlexandria, DC-VA-MD-WV","4 mil+","0.0416683423","0.0119241577","0.0017667000000000002","0","0.0016744","0","House, apartment, flat","South Atlantic","Yes","0","2","0.004602","0.002548","0.017419999999999998","0.00002175","2","0.0056159999999999995","0.001274","0.0003978","0.0004914","0.001157","0.0010764000000000001","0.0003978","0.0015626","0.0005551","0.0028028000000000003","0","","1"
"367562","79","26808","High school graduate","","No","","Not at all","Widowed","No","Female","Retired","930","Tampa-St. PetersburgClearwater, FL","1.20-4 mil","0.0381639809012235","0","0.0014450910176066801","0","0.0023179647866308603","0","House, apartment, flat","South Atlantic","Yes","0.00105714712026261","1","0.0051014622500746","0.00365637123246792","0.0678901820352134","0","0","0","0","0.00436436884512086","0","0","0","0","0.000960161145926589","0.0038697403760071603","0","0","Florida","1"
"367563","28","90000","Bachelor’s degree","A Federal government employee","Yes","40","Not at all","Never married","No","Male","","115","Rest of America","125,000 - 330,000","0.036475113999999996","0","0","0","0","0","House, apartment, flat","West South Central","Yes","0","1","0","0","0.0144444444444444","0","1","0","0","0","0","0","0","0","0","0","0","0","Texas","2"
"367566","29","31565","Associate’s degree in college","Paid employee of a PRIVATE company","Yes","37.5","Not at all","Never married","No","Male","","106","Miami-Fort Lauderdale-West Palm Beach, FL","4 mil+","0.230445705686678","0.0281375352447331","0.00361995121178521","0","0.00246285442737209","0","House, apartment, flat","South Atlantic","Yes","0","2","0.0221295213052431","0.0243262309520038","0.148265483922066","0.00006320291462062409","2","0.000922540788848408","0.00328655156027245","0.004118485664501821","0.00252051322667512","0","0","0","0.0175867821954697","0.0115317598606051","0.0043161729763979105","0","Florida","1"
"367567","43","116512.2","Some college but no degree","A local government employee","No","35","Not at all","Never married","No","Male","","107","Rest of America","1.20-4 mil","0.0172318435322653","0","0","0","0","0","House, apartment, flat","South Atlantic","Yes","0","2","0","0","0.0535566232549038","0","2","0","0","0","0","0","0","0","0","0","0","0","Florida","2"
"367570","49","26332","High school graduate","","No","40","Not at all","Married","No","Female","Taking care of home/family","910","Rest of America","1.20-4 mil","0.0691174236670211","0","0.00699948199908856","0","0.00320793711073978","0","House, apartment, flat","East North Central","Yes","0","2","0.00584030381285128","0.0017741356524381","0.118487012000608","0","1","0","0.00973295761810725","0","0","0","0","0","0","0.006113761962631021","0","0","Ohio","2"
"367571","28","29554.6","High school graduate","Paid employee of a PRIVATE company","No","32","Not at all","Married","No","Male","","112","New York-Newark-Jersey City, NY-NJ-PA","4 mil+","0","0","0","0","0","1","","Middle Atlantic","Yes","0","4","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","New York",""
"367573","45","122000","Bachelor’s degree","Self-employed","No","50","Not at all","Separated","Yes","Male","","212","Atlanta-Sandy Springs-Roswell, GA","4 mil+","0.0647591845901639","0.0251859016393443","0.0031932368852459","0","0.0010722357377049199","0","House, apartment, flat","South Atlantic","Yes","0.00197523278688525","1","0.0107334350819672","0.0025353004918032803","0.059672131147541","0.0000225","1","0.000571147540983607","0.000990322950819672","0.0006380463934426231","0.000889530327868852","0","0.005858268852459021","0.00188034770491803","0.000453934426229508","0.00216311475409836","0.0010016393442623","0","Georgia","1"
"367574","44","238530.8","Some college but no degree","Self-employed","No","26","Not at all","Married","Yes","Female","","210","Denver-Aurora-Lakewood, CO","1.20-4 mil","0.0722663069087933","0","0.0104368073221571","0.0018889803748614398","0.0013080071839779198","6","House, apartment, flat","Mountain","Yes","0.00031610173612799705","5","0.0015270983872942199","0.00120554662123298","0.032700179599448","0","2","0.0035545095224599897","0.0019587407580069303","0.0020099710393794","0.00043382238268601","0","0.008774548192518529","0.00014413040160851298","0.00118894692006231","0","0.0034574989896483","0","Colorado","4"
"367576","88","17349.6","Master’s or greater","","No","","Not at all","Widowed","No","Female","Retired","930","Rest of America","1.20-4 mil","0.00298220131876239","0.106295245999908","0","0","0","0","House, apartment, flat","Pacific","Yes","0","1","0","0","0.0599437451007516","0.0000573500253608152","0","0","0","0","0","0","0","0","0","0","0","0","","1"
"367579","63","19764","Some college but no degree","","No","","Not at all","Never married","No","Female","Retired","930","Dallas-Fort Worth-Arlington, TX","4 mil+","0.15675397895162899","0","0.00773527625986642","0","0","0","House, apartment, flat","West South Central","Yes","0","1","0.0157468123861566","0.010484719692370002","0.17101801254806698","0.000100688119813803","0","0.006827565270188221","0.00273628820076907","0.0179305808540781","0.00523578223031775","0","0","0.00511738514470755","0.0118265533292856","0","0.00459117587532888","0","Texas",""
"367580","32","26000","Some college but no degree","Paid employee of a PRIVATE company","No","58","Not at all","Never married","No","Female","","111","Rest of America","< 125,000","0.17387","0","0.00262","0.01825","0","4","House, apartment, flat","","No","0","4","0.01231","0.00993","0.2","0.0001375","1","0.0109","0.00421","0","0","0","0.026180000000000002","0.00133998","0.00703002","0","0","0","","1"
"367585","25","27000","Some college but no degree","Paid employee of a PRIVATE company","No","37","Not at all","Never married","No","Male","","105","Detroit-Warren-Dearborn, MI","1.20-4 mil","0.0202222222222222","0","0","0","0","0","House, apartment, flat","East North Central","Yes","0","1","0","0","0.0385185185185185","0","1","0","0","0","0","0","0","0","0","0","0","0","","1"
"367589","40","205980.4","Bachelor’s degree","","No","26","Part time","Married","No","Female","Taking care of home/family","910","Dallas-Fort Worth-Arlington, TX","4 mil+","0.0843325869840043","0.009605768315820341","0.0017709451967274602","0","0","4","House, apartment, flat","West South Central","Yes","0.000982035183930122","6","0.00201077384061785","0.0049051268955687","0.0795221292899713","0.0000534031393278195","2","0.00716708968426122","0","0.00468296983596498","0","0.00262296801054858","0.0007560913562649651","0.0017848300129526898","0","0.0008469737897392179","0.00147557728793613","0","Texas","3"
"367592","39","50000","High school graduate","Paid employee of a PRIVATE company","No","40","Not at all","Married","No","Male","","110","Rest of America","< 125,000","0.189618","0","0.0064792","0","0.0010555999999999999","3","House, apartment, flat","West South Central","No","0","3","0","0.0010555999999999999","0.0728","0.0000374","2","0.011309999999999999","0","0.00845","0.0010555999999999999","0.0131976","0","0","0.0033124","0.0036972000000000003","0.0086788","0.011336","","5"
"367593","46","163000","Master’s or greater","Self-employed","No","37.5","Not at all","Married","Yes","Female","","203","St. Louis, MO-IL","1.20-4 mil","0.0372438036809816","0.0027483435582822103","0.0015934969325153401","0","0","3","House, apartment, flat","West North Central","Yes","0.0000765644171779141","4","0.00252503067484663","0.00138294478527607","0.0382822085889571","0.000015214723926380402","2","0.0025840490797546","0.00025680981595092004","0.00817644171779141","0.0033305521472392604","0","0.000807116564417178","0","0.000993742331288343","0.00161423312883436","0.000738527607361963","0","Missouri","2"
"367594","60","152407","Some college but no degree","A State government employee","No","40","Not at all","Never married","No","Female","","104","Los Angeles-Long Beach-Anaheim, CA","4 mil+","0.0296885362220895","0.00440163024008084","0.000424783638546786","0.00085980302742","0","0","House, apartment, flat","Pacific","Yes","0","2","0.00103210482458155","0.000464020681464762","0.0204715006528572","0","1","0.00230474978183417","0","0.000510081557933691","0.00243952049446548","0","0.0006806773967075","0","0","0","0.00136476671019048","0","California","2"
"367596","36","56395","Some high school, no degree","Paid employee of a PRIVATE company","Yes","40","","Married","No","Female","","110","Rest of America","0.33-1.19 mil","0","0","0","0","0","7","House, apartment, flat","West South Central","Yes","0","3","0","0","0.138310133877117","0","3","0","0","0","0","0","0","0","0","0","0","0","Louisiana",""
"367598","74","19384.8","Some high school, no degree","","No","","","Married","No","Female","Retired","930","Rest of America","0.33-1.19 mil","0.0901544044818621","0.00369335252362676","0.0054857414056374105","0","0","0","House, apartment, flat","Mountain","Yes","0","1","0.00788659155627089","0.00666604762494325","","0.000304620114729066","0","0.00226672444389419","0","0.0103276794189262","0","0","0.0100326028640997","0","0.00135466963806694","0","0.004023771202179029","0","","1"
"367599","31","85200","High school graduate","Paid employee of a PRIVATE company","No","24","Not at all","Married","No","Female","","105","Los Angeles-Long Beach-Anaheim, CA","4 mil+","0.126539436619718","0.00121760563380282","0.000912441314553991","0.00126032863849765","0.0143610328638498","0","House, apartment, flat","Pacific","Yes","0.0010924882629108","7","0.0176006176056338","0.0135536077464789","0.0610328638497653","0.0000233568075117371","5","0.00468732394366197","0","0","0","0","0.0149194835680751","0.0033842723004694803","0","0.00451338028169014","0.0062589201877934295","0","California","4"
"367600","40","98000","Bachelor’s degree","Paid employee of a PRIVATE company","Yes","40","Not at all","Married","No","Male","","101","Dallas-Fort Worth-Arlington, TX","4 mil+","0.168262448979592","0.0197440816326531","0","0.0138914285714286","0","0","House, apartment, flat","West South Central","Yes","0.00105591836734694","2","0.0014618367346938802","0.00560591836734694","0.0371428571428571","0.0000305612244897959","2","0.0039795918367346896","0","0.0047675510204081605","0.000583673469387755","0.0119334693877551","0.00507","0","0","0","0","0","Texas","2"
"367601","29","32000","Bachelor’s degree","Paid employee of a PRIVATE company","No","42","Not at all","Never married","No","Male","","113","Rest of America","< 125,000","0.105503125","0","0.01389375","0","0.01779375","0","House, apartment, flat","","Yes","0","1","0.00066625","0","0.09425","0.000074375","1","0.01532375","0","0","0","0","0","0","0","0","0","0","","1"
"367602","40","14594.2","Associate’s degree in college","Paid employee of a PRIVATE company","No","45","Part time","Never married","Yes","Male","","107","Rest of America","125,000 - 330,000","0.47495580436063595","0","0","0","0.0029573392169492","0","House, apartment, flat","East South Central","Yes","0","1","0.0142522371901166","0","0.356305929752915","0","1","0.0392649134587713","0","0.0186169848295898","0","0","0","0.0142547135163284","0.0170823930054405","0.0046319770867879","0.00331364514670211","0","Alabama","2"
"367603","21","32058","Some high school, no degree","","No","38","","Never married","No","Male","Ill, disabled, unable to work","900","Rest of America","125,000 - 330,000","0.125555555555556","0","0.0105758313057583","0.00660989456609895","0.00103811841038118","7","Mobile home or trailer with NO permanent room added","South Atlantic","No","0.00341443633414436","3","0.00290348742903487","0.0007380373073803731","0.145985401459854","0","2","0.0076885644768856405","0.00166261151662611","0.0045823195458232","0.00413625304136253","0","0.0164071370640714","0","0.0054014598540146","0","0.0049635036496350395","0.0804947283049473","","2"
"367604","50","30000","Bachelor’s degree","","No","","Not at all","Divorced","No","Female","Taking care of home/family","910","Rest of America","125,000 - 330,000","0.28536733333333303","0","0.0281146666666667","0","0.0191446666666667","0","House, apartment, flat","West North Central","Yes","0.00102266666666667","1","0.0018546666666666698","0.0146813333333333","0.4333333333333329","0.000166333333333333","0","0.0481","0.00433333333333333","0.036608","0.013858","0","0.006474","0","0.00129133333333333","0","0.00864933333333333","0","Nebraska","1"
"367605","25","76143.4","Associate’s degree in college","Paid employee of a PRIVATE company","No","34.6666666666667","Not at all","Married","No","Female","","104","Tampa-St. PetersburgClearwater, FL","1.20-4 mil","0.0122516199696888","0","0","0","0","7","House, apartment, flat","South Atlantic","Yes","0","4","0","0","0.10243829406094301","0","3","0","0","0.0066994644315856704","0","0.008864327046073591","0","0","0","0","0","0","Florida","3"
"367607","65","59430","High school graduate","Paid employee of a PRIVATE company","No","40","Not at all","Married","No","Male","","107","Rest of America","< 125,000","0.0737082281675921","0","0.0035742890795894297","0","0","0","House, apartment, flat","","No","0","1","0","0","0.0612485276796231","0.000054517920242301896","1","0","0","0","0.00178495709237759","0","0.00244994110718492","0.00305367659431264","0","0","0.0379609624768635","0","","2"
"367610","38","126000","Master’s or greater","A State government employee","No","47","Not at all","Divorced","No","Female","","102","Rest of America","1.20-4 mil","0.0763492063492064","0.00313031746031746","0.0036723906349206297","0.0039562528571428605","0.0013926487301587302","3","House, apartment, flat","Middle Atlantic","Yes","0","4","0.00675579873015873","0.00327325968253968","0.033015873015873","0.0000206614285714286","2","0.00431691825396825","0.00302833555555556","0.00269555619047619","0.0019171533333333301","0","0.0021634311111111103","0","0.00343884047619048","0","0.00152595444444444","0.00104020015873016","New York","2"
"367618","45","59405.8","High school graduate","Paid employee of a PRIVATE company","No","40","Not at all","Married","No","Female","","111","Rest of America","125,000 - 330,000","0.0968427325278003","0","0.000870958727935656","0","0","3","House, apartment, flat","East South Central","No","0","3","0.00365014863868511","0.0047268111867864795","0.0437667702480229","0.00008080019122711921","2","0.0115281672833292","0","0.0061054644495992","0","0.000586474721323507","0","0","0","0","0.00867019718613334","0","Tennessee","2"
"367623","60","106020","Bachelor’s degree","","No","32","Not at all","Married","No","Male","Retired","930","Rest of America","< 125,000","0.123542916430862","0.015072250518770001","0.00714619883040936","0.00256762874929259","0.0022046783625731","0","House, apartment, flat","","No","0.00146406338426712","2","0.00823750235804565","0.0064055838521033795","0.0441426146010187","0.0000169307677796642","1","0.0113397472175061","0","0.0182088285229202","0.00195698924731183","0.0120116959064327","0.00453442746651575","0","0.0024474627428787","0","0.005951895868704021","0","","2"
"367627","54","116999.4","High school graduate","Paid employee of a PRIVATE company","No","47.5","Not at all","Married","No","Female","","112","Rest of America","< 125,000","0.0451246758530386","0.0169289757041489","0.0038133528889891704","0","0.0014177850484703301","0","House, apartment, flat","","No","0.00051778043306205","2","0.00392890903714036","0.000353335145308438","0.0333335042743809","0.0000686328305957125","2","0.00590225249018371","0.000753337196601008","0.0013511180399215698","0.00297779304851136","0","0.00277334755562849","0.00140889611399717","0.0006666700854876179","0","0.000555558404573015","0","","3"
"367628","59","11436","Some high school, no degree","","No","","","Widowed","No","Female","Ill, disabled, unable to work","900","St. Louis, MO-IL","1.20-4 mil","0.11408534452605801","0","0.0138230150402239","0","0","0","Mobile home or trailer with NO permanent room added","West North Central","Yes","0","1","0","0","0","0","0","0","0.0121860790486184","0","0.0138002798181182","0.0367173837005946","0","0","0.00691150752011193","0","0","0","Missouri",""
